Host,cidade,UF,SLA,Latitude,Longitude
71617,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.223498,-45.900668
370525,PIMENTA BUENO,RO, Demais Regioes,-11.6315,-61.202919
1048786,BRUMADO,BA, Demais Regioes,-14.214816,-41.649184
1023067,SANTO ANDRE,SP, SP/RJ,-23.67178307,-46.52681225
1051853,COTIA,SP, SP/RJ,-23.579629,-46.918526
1033702,ACAILANDIA,MA, Demais Regioes,-4.93941829,-47.46349181
1035724,MARACANAU,CE, Regioes Metropolitanas,-3.8567422,-38.5888746
1016071,BOCAINA,SP, SP/RJ,-22.14320905,-48.52250951
882461,SAO PAULO,SP, SP/RJ,-23.54804327,-46.64879708
1036746,UBATUBA,SP, SP/RJ,-23.43740995,-45.0908222
1054770,CRUZ,CE, Demais Regioes,-2.912137,-40.340762
885630,SAO PAULO,SP, SP/RJ,-23.65696295,-46.71722982
1050277,NOVA ODESSA,SP, SP/RJ,-22.789062,-47.304312
1015545,ARAGUAINA,TO, Demais Regioes,-7.19411654,-48.21512462
1100033,Navirai,MS, Demais Regioes,-23.056429,-54.200347
1024141,ITANHAEM,SP, SP/RJ,-24.187064,-46.794273
430080,SAO PAULO,SP, SP/RJ,-23.571725,-46.632952
1038109,SAO MARCOS,RS, Regioes Metropolitanas,-28.974837,-51.068654
1046136,COTIA,SP, SP/RJ,-23.60125854,-46.90490009
1037864,SAO PEDRO DA ALDEIA,RJ, SP/RJ,-22.7648,-42.0787
1023215,ILHA SOLTEIRA,SP, SP/RJ,-20.43097442,-51.34810931
1025299,SAO PAULO,SP, SP/RJ,-23.57767154,-46.65119951
1012856,RIO DE JANEIRO,RJ, SP/RJ,-22.887389,-43.390325
16187,SANTAREM,PA, Demais Regioes,-2.4384738,-54.71489276
1062530,CIANORTE,PR, MG/PR/MT,-23.663407,-52.613993
1095567,ASTORGA,PR, MG/PR/MT,-23.240539,-51.659607
91928,LAVRAS,MG, Demais Regioes,-21.234239,-44.995123
627801,BELO HORIZONTE,MG, MG/PR/MT,-19.94373539,-43.9343958
1028657,TERESINA,PI, Regioes Metropolitanas,-5.111419,-42.772114
1084333,RIBEIRAO PRETO,SP, SP/RJ,-21.25671,-47.818445
643858,DUQUE DE CAXIAS,RJ, SP/RJ,-22.615805,-43.28605
1018413,CORONEL FREITAS,SC, Demais Regioes,-26.914422,-52.703562
1034484,ANANINDEUA,PA, Regioes Metropolitanas,-1.34593999,-48.405529
1111442,FRANCA,SP, SP/RJ,-20.526698,-47.376199
1045048,TAUBATE,SP, SP/RJ,-23.017669,-45.534513
1024101,TRAMANDAI,RS, Demais Regioes,-29.98608902,-50.13762648
1046036,BARRA DO TURVO,SP, SP/RJ,-24.9543361,-48.3302076
1037054,PARAUAPEBAS,PA, Demais Regioes,-6.0722523,-49.8972305
681601,CAXAMBU,MG, MG/PR/MT,-21.97064292,-44.92748695
1023668,VOLTA REDONDA,RJ, SP/RJ,-22.4954,-44.0912
1023422,SAO PAULO,SP, SP/RJ,-23.59108849,-46.56943947
850390,SANTO ANASTACIO,SP, SP/RJ,-21.971232,-51.649156
1033856,CAMPO GRANDE,MS, Regioes Metropolitanas,-20.48277902,-54.58376496
669776,NOVA IGUACU,RJ, SP/RJ,-22.68270924,-43.44544728
1024746,LONDRINA,PR, MG/PR/MT,-23.300825,-51.185751
887943,SAO PAULO,SP, SP/RJ,-23.621934,-46.671596
682624,NOVA SERRANA,MG, MG/PR/MT,-19.870726,-44.990623
1056495,SALVADOR,BA, Regioes Metropolitanas,-12.96877109,-38.44230978
1028615,GOIANIA,GO, Regioes Metropolitanas,-16.697658,-49.31494
469521,Telemaco Borba,PR, MG/PR/MT,-24.327483,-50.634944
1024487,PONTA GROSSA,PR, MG/PR/MT,-25.080212,-50.200264
1061157,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.72212,-46.5672
1039688,JUIZ DE FORA,MG, MG/PR/MT,-21.80258776,-43.37052462
1038661,FOZ DO IGUACU,PR, MG/PR/MT,-25.5129024,-54.59112858
1087410,AGUAI,SP, SP/RJ,-22.05075,-46.980106
1096152,ITACARE,BA, Demais Regioes,-14.308854,-39.020399
1017110,JAGUARIUNA,SP, SP/RJ,-22.68941143,-46.98822216
1025043,ILHEUS,BA, Demais Regioes,-14.7580658,-39.06527367
1055484,UBA,MG, MG/PR/MT,-21.10481615,-42.96157449
590010,ELOI MENDES,MG, MG/PR/MT,-21.600794,-45.562644
1023342,GUARAPUAVA,PR, Demais Regioes,-25.36234661,-51.47303684
1085355,CAREACU,MG, Demais Regioes,-22.086157,-45.702499
1099866,LAGOA SANTA,MG, MG/PR/MT,-19.657611,-43.942226
1033705,CASA BRANCA,SP, SP/RJ,-21.774191,-47.086008
1023918,DUARTINA,SP, SP/RJ,-22.412224,-49.396079
522198,SALVADOR,BA, Regioes Metropolitanas,-12.9148,-38.460083
1045689,PRESIDENTE PRUDENTE,SP, SP/RJ,-22.11611489,-51.41225217
1023849,LINHARES,ES, Demais Regioes,-19.38664501,-40.06778086
127973,RECIFE,PE, Regioes Metropolitanas,-8.108085,-34.926848
1100399,FORTALEZA,CE, Regioes Metropolitanas,-3.750867,-38.523204
1109738,ARAIOSES,MA, Demais Regioes,-3.0813059,-42.20536
48380,BAURU,SP, SP/RJ,-22.35506638,-49.04870707
1014911,FORTALEZA,CE, Regioes Metropolitanas,-3.7527786,-38.5566272
1020118,LONDRINA,PR, MG/PR/MT,-23.280903,-51.149063
1031646,GUARAPARI,ES, Regioes Metropolitanas,-20.62792347,-40.5271687
1086283,SIDROLANDIA,MS, Regioes Metropolitanas,-20.908932,-54.944902
1023011,BELO HORIZONTE,MG, MG/PR/MT,-19.916852,-43.964995
1051010,CERQUILHO,SP, SP/RJ,-23.1561945,-47.74201788
1030439,TUBARAO,SC, Demais Regioes,-28.483197,-49.034393
33898,SERRA,ES, Regioes Metropolitanas,-20.16093618,-40.25495777
1047614,CARUARU,PE, Demais Regioes,-8.1784095,-35.9711769
1011334,CARANGOLA,MG, MG/PR/MT,-20.712069,-42.035852
884910,SAO PAULO,SP, SP/RJ,-23.6932244,-46.69888483
52493,LONDRINA,PR, MG/PR/MT,-23.314199,-51.170291
1052161,GOIANIA,GO, Regioes Metropolitanas,-16.696064,-49.288088
1061420,SERRA,ES, Regioes Metropolitanas,-20.17082425,-40.21402409
1028509,ARAIOSES,MA, Demais Regioes,-3.054667,-42.012834
1022956,FORTALEZA,CE, Regioes Metropolitanas,-3.768273,-38.552312
551163,ARAPIRACA,AL, Demais Regioes,-9.754771,-36.655414
1092772,LINHARES,ES, Demais Regioes,-19.378424,-40.06864
1022916,BARRA DO PIRAI,RJ, SP/RJ,-22.4660403,-43.82910966
1057626,SALVADOR,BA, Regioes Metropolitanas,-12.907712,-38.443405
1105984,ARAPIRACA,AL, Demais Regioes,-9.739485,-36.665915
1023132,SAO PAULO,SP, SP/RJ,-23.5924396,-46.73188502
90719,SAO PAULO,SP, SP/RJ,-23.55327,-46.757139
1088019,GUARUJA,SP, SP/RJ,-24.00750767,-46.27529692
1028389,COLATINA,ES, Regioes Metropolitanas,-19.5412122,-40.63569468
272779,OSASCO,SP, SP/RJ,-23.51156854,-46.78856126
1011885,JOAO MONLEVADE,MG, MG/PR/MT,-19.838542,-43.185537
591874,JUIZ DE FORA,MG, MG/PR/MT,-21.74882821,-43.35272384
1057604,TUCUMA,PA, Demais Regioes,-6.747335,-51.151726
1023789,GUARULHOS,SP, SP/RJ,-23.4660418,-46.4667225
1023175,VALINHOS,SP, SP/RJ,-22.972535,-46.995349
1012873,GUARULHOS,SP, SP/RJ,-23.463591,-46.499404
881511,SAO PAULO,SP, SP/RJ,-23.5766447,-46.6222623
1024456,PEREIRA BARRETO,SP, SP/RJ,-20.62700734,-51.09955761
580759,MARABA,PA, Demais Regioes,-5.36830395,-49.12846582
1059045,CRUZEIRO,SP, SP/RJ,-22.58208287,-44.96033316
1054408,FORTALEZA,CE, Regioes Metropolitanas,-3.79818251,-38.50287884
106690,SAO PAULO,SP, SP/RJ,-23.64343471,-46.73318311
1086647,LAURO MULLER,SC, Demais Regioes,-28.378806,-49.444404
1098364,Chopinzinho,PR, MG/PR/MT,-25.856213,-52.534645
1032496,CRICIUMA,SC, Demais Regioes,-28.773695,-49.36624
120219,PAULISTA,PE, Regioes Metropolitanas,-7.958193,-34.871306
1034849,SAO PEDRO DA ALDEIA,RJ, SP/RJ,-22.832622,-42.133309
884197,SAO PAULO,SP, SP/RJ,-23.61258271,-46.65744486
1023299,PALHOCA,SC, Regioes Metropolitanas,-27.65973,-48.6772
1034124,BARRA VELHA,SC, Demais Regioes,-26.637105,-48.697152
151858,PIRASSUNUNGA,SP, SP/RJ,-21.99914908,-47.42595044
1057252,TRES LAGOAS,MS, Demais Regioes,-20.77813658,-51.69633983
1010660,PETROPOLIS,RJ, SP/RJ,-22.51693502,-43.22847796
1034713,ITAPERUNA,RJ, SP/RJ,-21.20932826,-41.88644013
1024895,ILHA SOLTEIRA,SP, SP/RJ,-20.435202,-51.340885
1039127,UBERLANDIA,MG, MG/PR/MT,-18.92393273,-48.21550574
1023533,SANTA BARBARA D'OESTE,SP, SP/RJ,-22.754907,-47.418182
553212,RECIFE,PE, Regioes Metropolitanas,-8.04414115,-34.9096069
1058180,TERESINA,PI, Regioes Metropolitanas,-5.05832243,-42.75176239
1016073,JOAO PESSOA,PB, Regioes Metropolitanas,-7.15999715,-34.8191867
1027636,PONTA GROSSA,PR, MG/PR/MT,-25.09123982,-50.13978122
1023885,SAO PAULO,SP, SP/RJ,-23.598934,-46.538526
1056489,BANDEIRANTES,PR, MG/PR/MT,-23.10821587,-50.36532864
1023114,SAO PAULO,SP, SP/RJ,-23.5035235,-46.4883035
1061406,URUACU,GO, Demais Regioes,-14.52656143,-49.16003814
1051030,LONDRINA,PR, MG/PR/MT,-23.3470488,-51.1717278
1040536,CHUPINGUAIA,RO, Demais Regioes,-12.54818933,-60.89919242
880620,SAO PAULO,SP, SP/RJ,-23.46927317,-46.57504195
1096537,GOIANIA,GO, Regioes Metropolitanas,-16.684798,-49.386013
1025039,SANTA GERTRUDES,SP, SP/RJ,-22.459683,-47.531493
1039313,MONTE SANTO DE MINAS,MG, MG/PR/MT,-21.1468565,-46.99419916
1023873,CURITIBA,PR, MG/PR/MT,-25.467737,-49.209053
164437,CAMPINAS,SP, SP/RJ,-22.856134,-47.151217
1042548,PETROLINA,PE, Demais Regioes,-9.3998102,-40.48197917
602418,TIMOTEO,MG, MG/PR/MT,-19.538729,-42.6483105
1058668,BOITUVA,SP, SP/RJ,-23.293722,-47.720151
1058365,OSASCO,SP, SP/RJ,-23.5132356,-46.7613198
643106,RIO DE JANEIRO,RJ, SP/RJ,-22.80022373,-43.20025322
896756,SAO PAULO,SP, SP/RJ,-23.6143188,-46.6587635
896764,SAO PAULO,SP, SP/RJ,-23.5317767,-46.6456644
1024893,BOA VIAGEM,CE, Demais Regioes,-5.121515,-39.729991
886475,SAO PAULO,SP, SP/RJ,-23.620772,-46.690853
1017815,CUIABA,MT, MG/PR/MT,-15.57608416,-56.10127993
1023020,VICOSA,MG, MG/PR/MT,-20.756646,-42.8792364
1056140,MANAUS,AM, Regioes Metropolitanas,-3.13554,-60.00736
1089343,ILHABELA,SP, SP/RJ,-23.816396,-45.36693
1052169,GOIANIA,GO, Regioes Metropolitanas,-16.734467,-49.359935
1109948,IRANDUBA,AM, Regioes Metropolitanas,-3.1390145,-60.0863672
884979,SAO PAULO,SP, SP/RJ,-23.51442407,-46.69945157
1023121,CAMPOS DO JORDAO,SP, SP/RJ,-22.744477,-45.599972
1016268,OLIMPIA,SP, SP/RJ,-20.728465,-48.90522
1023902,JUIZ DE FORA,MG, MG/PR/MT,-21.804491,-43.372021
630055,SALVADOR,BA, Regioes Metropolitanas,-12.996928,-38.4438314
679453,RIO DE JANEIRO,RJ, SP/RJ,-22.8244885,-43.31216298
1010736,BELEM,PA, Regioes Metropolitanas,-1.331759,-48.480894
1024824,MONTES CLAROS,MG, MG/PR/MT,-16.708455,-43.856328
1085555,CLAUDIO,MG, MG/PR/MT,-20.44542574,-44.76673456
1030062,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.690659,-46.576985
1043164,LONDRINA,PR, MG/PR/MT,-23.33902,-51.185698
1023747,LIMEIRA,SP, SP/RJ,-22.5746798,-47.3973954
1088615,JEQUIE,BA, Demais Regioes,-13.86216928,-40.09648241
1038219,GUARANIACU,PR, MG/PR/MT,-25.12707985,-52.741184
179604,ARAUCARIA,PR, MG/PR/MT,-25.57603333,-49.390007
1016923,AMERICANA,SP, SP/RJ,-22.762032,-47.320784
1016849,CONTAGEM,MG, MG/PR/MT,-19.921691,-44.058971
1032478,ICARA,SC, Demais Regioes,-28.67761361,-49.30674861
1036080,CACHOEIRA DO SUL,RS, Demais Regioes,-30.0349,-52.9114
882607,SAO PAULO,SP, SP/RJ,-23.64219004,-46.66632583
1047198,BRASILIA,DF, Regioes Metropolitanas,-15.80774966,-48.08389993
1017825,VARZEA GRANDE,MT, MG/PR/MT,-15.63427965,-56.10667941
1023159,CACONDE,SP, SP/RJ,-21.52784845,-46.64778933
1017839,SONORA,MS, Demais Regioes,-17.590426,-54.751629
1058638,Canoinhas,SC, Demais Regioes,-26.1821905,-50.38685523
1086522,BALNEARIO CAMBORIU,SC, Demais Regioes,-27.0237691,-48.6084813
1046149,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.7050725,-46.5764671
1030375,IGARASSU,PE, Regioes Metropolitanas,-7.88371084,-34.90404276
1039587,RIO DE JANEIRO,RJ, SP/RJ,-22.81599118,-43.18709598
1030824,CARAPICUIBA,SP, SP/RJ,-23.5192408,-46.854607
1025176,ANTONIO CARDOSO,BA, Demais Regioes,-12.372176,-39.117379
574708,RECIFE,PE, Regioes Metropolitanas,-8.034694,-34.9080839
1058001,EUSEBIO,CE, Regioes Metropolitanas,-3.8717468,-38.4481716
161560,BAURU,SP, SP/RJ,-22.343333,-49.052132
1040216,BURITIS,RO, Demais Regioes,-10.20887,-63.837118
602825,BELO HORIZONTE,MG, MG/PR/MT,-19.86330349,-43.95749759
1028404,SAO JOAO DA BOA VISTA,SP, SP/RJ,-21.9765637,-46.7986416
1083581,GOIANIA,GO, Regioes Metropolitanas,-16.621698,-49.32689
1003033,BELO HORIZONTE,MG, MG/PR/MT,-19.8781517,-43.9287876
1021004,CARMOPOLIS DE MINAS,MG, MG/PR/MT,-20.539488,-44.642204
1083899,DOURADOS,MS, Demais Regioes,-22.221203,-54.830238
1036212,MANAUS,AM, Regioes Metropolitanas,-3.0164221,-60.0294245
1053046,PARANAPANEMA,SP, SP/RJ,-23.432334,-48.871439
1099957,BUERAREMA,BA, Demais Regioes,-14.959472,-39.304113
1058913,SAO JOSE DO RIO PRETO,SP, SP/RJ,-20.8251423,-49.4032025
1022858,RIO DE JANEIRO,RJ, SP/RJ,-22.921651,-43.2207615
1092113,DELFIM MOREIRA,MG, MG/PR/MT,-22.5095483,-45.2845482
1058355,DOURADINA,MS, Demais Regioes,-22.094583,-54.576831
1024458,ARARAS,SP, SP/RJ,-22.360561,-47.3856
229890,PRESIDENTE PRUDENTE,SP, SP/RJ,-22.13965748,-51.39797066
1114466,Telemaco Borba,PR, MG/PR/MT,-24.33523815,-50.6284198
1099805,PASSOS,MG, MG/PR/MT,-20.734027,-46.575914
882224,GUARULHOS,SP, SP/RJ,-23.450711,-46.461747
1113287,CERQUEIRA CESAR,SP, SP/RJ,-23.034857,-49.167587
1095728,PIRAPORA DO BOM JESUS,SP, SP/RJ,-23.409608,-46.981035
1104763,CORONEL FABRICIANO,MG, MG/PR/MT,-19.525885,-42.608294
1017853,JOAO PESSOA,PB, Regioes Metropolitanas,-7.166192,-34.887986
1023705,FORTALEZA,CE, Regioes Metropolitanas,-3.82079297,-38.55775662
1019640,SOBRAL,CE, Demais Regioes,-3.68177676,-40.34788034
1034359,JOAO PESSOA,PB, Regioes Metropolitanas,-7.12809979,-34.86907301
885428,SAO PAULO,SP, SP/RJ,-23.552223,-46.528616
590835,FREI INOCENCIO,MG, MG/PR/MT,-18.507135,-41.878644
175277,MARINGA,PR, MG/PR/MT,-23.417095,-51.943636
1085192,SAO PAULO,SP, SP/RJ,-23.6060217,-46.7127623
1046847,LEME,SP, SP/RJ,-22.1884475,-47.3968221
1010297,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.218358,-45.892841
603996,CONTAGEM,MG, Regioes Metropolitanas,-19.96159239,-44.05037964
1035351,RIO DE JANEIRO,RJ, SP/RJ,-23.0185807,-43.4813876
1111656,JOAO PESSOA,PB, Regioes Metropolitanas,-7.11373317,-34.87156739
1023078,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.70802178,-46.54639944
1044348,ARAXA,MG, MG/PR/MT,-19.6054077,-46.93195994
887013,SAO PAULO,SP, SP/RJ,-23.61731195,-46.70577146
1036031,Frederico Westphalen,RS, Demais Regioes,-27.35470926,-53.39481475
1028540,FEIRA DE SANTANA,BA, Regioes Metropolitanas,-12.290579,-38.956815
1061630,MUZAMBINHO,MG, MG/PR/MT,-21.366358,-46.521151
620645,BELO HORIZONTE,MG, MG/PR/MT,-19.9150104,-43.976682
1055240,GUARANIACU,PR, MG/PR/MT,-25.1823699,-52.6680722
1023664,GUARATINGUETA,SP, SP/RJ,-22.81317755,-45.20209194
1045392,RIACHAO DO JACUIPE,BA, Demais Regioes,-11.817644,-39.376791
875015,FORTALEZA,CE, Regioes Metropolitanas,-3.732289,-38.54637
881180,GUARULHOS,SP, SP/RJ,-23.41842699,-46.38266832
1022887,CABO FRIO,RJ, SP/RJ,-22.88621986,-42.0294207
272981,RIBEIRAO PIRES,SP, SP/RJ,-23.72282643,-46.4076076
1048796,ATIBAIA,SP, SP/RJ,-23.1106283,-46.5550913
20354,RAFAEL JAMBEIRO,BA, Demais Regioes,-12.538493,-39.42963
1055567,FEIRA DE SANTANA,BA, Regioes Metropolitanas,-12.204533,-38.951671
1057800,SAO PAULO,SP, SP/RJ,-23.589184,-46.76698
1037637,MARAVILHA,SC, Demais Regioes,-26.76699598,-53.18601161
1086748,CONTAGEM,MG, MG/PR/MT,-19.919705,-44.118409
365416,REDENCAO,PA, Demais Regioes,-8.03822216,-50.03691296
1024751,FRANCISCO SA,MG, MG/PR/MT,-16.610202,-43.662081
1033630,PACATUBA,CE, Demais Regioes,-3.9219,-38.6081
1023557,Telemaco Borba,PR, MG/PR/MT,-24.33392213,-50.625172
120804,JABOATAO DOS GUARARAPES,PE, Regioes Metropolitanas,-8.1698506,-34.9153034
89028,SAO PAULO,SP, SP/RJ,-23.617223,-46.6626745
1022905,RIO DE JANEIRO,RJ, SP/RJ,-22.84397848,-43.37492541
16420,SAO PAULO,SP, SP/RJ,-23.65458108,-46.60263297
1037442,RIO DE JANEIRO,RJ, SP/RJ,-22.90156284,-43.19195617
1023691,OURO PRETO,MG, MG/PR/MT,-20.34946724,-43.67152227
1023843,FORTALEZA,CE, Regioes Metropolitanas,-3.751599,-38.501844
1060737,RECIFE,PE, Regioes Metropolitanas,-8.113058,-34.9384638
1047021,JUIZ DE FORA,MG, MG/PR/MT,-21.772464,-43.370279
250007,ORLANDIA,SP, SP/RJ,-20.72002337,-47.88584473
1034280,PASSO FUNDO,RS, Demais Regioes,-28.268292,-52.389316
1053133,PIRACICABA,SP, SP/RJ,-22.71383,-47.65305
1016932,BAURU,SP, SP/RJ,-22.330875,-49.08546
1033798,SIMOES FILHO,BA, Regioes Metropolitanas,-12.80191671,-38.40365831
1038782,SAO MIGUEL DO IGUACU,PR, MG/PR/MT,-25.344737,-54.239047
150312,BOTUCATU,SP, SP/RJ,-22.88256915,-48.44096266
1016858,OSASCO,SP, SP/RJ,-23.52471267,-46.81191454
1024271,UBATUBA,SP, SP/RJ,-23.460136,-45.062021
1100147,TURMALINA,MG, MG/PR/MT,-17.288694,-42.722878
1104404,PORTO ALEGRE,RS, Regioes Metropolitanas,-30.219786,-51.098073
1023010,BELO HORIZONTE,MG, MG/PR/MT,-19.925678,-43.923656
1056079,VILA PROPICIO,GO, Demais Regioes,-15.20799933,-48.69705964
1019260,INDAIATUBA,SP, SP/RJ,-23.08556062,-47.19775463
1087111,CANTAGALO,PR, MG/PR/MT,-25.3771861,-52.1266261
1023997,SAO LEOPOLDO,RS, Regioes Metropolitanas,-29.77080945,-51.13498179
1023076,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.69811,-46.550964
7978,SAO PAULO,SP, SP/RJ,-23.50080333,-46.68611877
1012210,ARACAJU,SE, Regioes Metropolitanas,-10.96626266,-37.07994938
1086481,BIRIGUI,SP, SP/RJ,-21.247077,-50.321608
1103497,CABROBO,PE, Demais Regioes,-8.323262,-39.131951
597996,BELO HORIZONTE,MG, MG/PR/MT,-19.89870581,-43.9821355
1107255,BAURU,SP, SP/RJ,-22.356035,-49.046558
882453,SAO PAULO,SP, SP/RJ,-23.565319,-46.589721
539970,RECIFE,PE, Regioes Metropolitanas,-8.03835,-34.900276
1112981,MARILIA,SP, Demais Regioes,-22.2284337,-49.9195687
1108777,EXTREMOZ,RN, Regioes Metropolitanas,-5.6924,-35.292786
205184,TRES COROAS,RS, Demais Regioes,-29.51777167,-50.77193333
1028382,CAMPOS DOS GOYTACAZES,RJ, SP/RJ,-21.753392,-41.345892
644838,RESENDE,RJ, SP/RJ,-22.46003587,-44.43778954
1024075,AGUA CLARA,MS, Demais Regioes,-20.442803,-52.895624
1023234,DRACENA,SP, SP/RJ,-21.4871596,-51.5365814
1024705,LONDRINA,PR, MG/PR/MT,-23.275642,-51.240039
1025673,CAMOCIM,CE, Demais Regioes,-2.900697,-40.841959
1023828,MONTE AZUL PAULISTA,SP, SP/RJ,-20.89916418,-48.63824028
1053488,SANTA GERTRUDES,SP, SP/RJ,-22.46251711,-47.51608219
1036751,CACAPAVA,SP, SP/RJ,-23.10221691,-45.63150238
1042691,MANACAPURU,AM, Demais Regioes,-3.28919916,-60.63227375
1012645,BELO HORIZONTE,MG, MG/PR/MT,-19.91767926,-43.95552539
1050600,CABREUVA,SP, SP/RJ,-23.24504439,-47.05624612
1023756,BARRA FUNDA,RS, Demais Regioes,-27.932831,-52.960351
150185,VALINHOS,SP, SP/RJ,-22.99724247,-47.03444248
1111502,FRANCISCO BELTRAO,PR, MG/PR/MT,-26.051388,-53.051863
1040731,TERESINA,PI, Regioes Metropolitanas,-5.05832243,-42.75176239
560499,CAMPINAS,SP, SP/RJ,-22.90008074,-47.0297955
1040105,FORMOSA DO RIO PRETO,BA, Demais Regioes,-10.84507505,-45.15314403
1012083,CURITIBA,PR, MG/PR/MT,-25.51453211,-49.2699262
1058171,CAETITE,BA, Demais Regioes,-14.0629504,-42.5298599
1100036,PRIMAVERA DO LESTE,MT, MG/PR/MT,-15.558526,-54.303528
1023189,ITAPEVA,SP, SP/RJ,-23.98429695,-48.88068015
1046579,RIO DE JANEIRO,RJ, SP/RJ,-22.99315402,-43.25571001
395676,SIMOES FILHO,BA, Regioes Metropolitanas,-12.68980599,-38.38451748
1046370,ILHOTA,SC, Demais Regioes,-26.903285,-48.831645
881058,SAO PAULO,SP, SP/RJ,-23.5296604,-46.72715532
200026,TORRES,RS, Demais Regioes,-29.33189799,-49.73861034
1023440,SERRA,ES, Regioes Metropolitanas,-20.176457,-40.265325
1011585,FLORIANOPOLIS,SC, Regioes Metropolitanas,-27.4464729,-48.5021962
176079,CURITIBA,PR, MG/PR/MT,-25.480901,-49.248198
1107254,TUPA,SP, SP/RJ,-21.9348802,-50.5191433
1042199,SANTA CRUZ DO RIO PARDO,SP, SP/RJ,-22.874778,-49.660223
887293,SAO PAULO,SP, SP/RJ,-23.4945108,-46.4232824
1050450,FEIRA DE SANTANA,BA, Demais Regioes,-12.24613284,-38.90697667
1032654,ITAJAI,SC, Demais Regioes,-26.92415225,-48.65059845
1017978,MINEIROS,GO, Demais Regioes,-17.562039,-52.546474
95001,SAO PAULO,SP, SP/RJ,-23.62624,-46.73656
1098545,GUIRICEMA,MG, MG/PR/MT,-21.003978,-42.727427
660418,DUQUE DE CAXIAS,RJ, SP/RJ,-22.64325599,-43.28331764
681261,JUIZ DE FORA,MG, MG/PR/MT,-21.774819,-43.619901
1017376,LINHARES,ES, Demais Regioes,-19.404237,-40.060304
1089637,LAGOA DA PRATA,MG, MG/PR/MT,-20.01888639,-45.54264086
1042212,MARAU,RS, Demais Regioes,-28.421198,-52.215581
1090380,CURITIBA,PR, MG/PR/MT,-25.5704726,-49.3165668
1024388,BURITIZEIRO,MG, MG/PR/MT,-17.38273,-44.973992
1028517,VITORIA DA CONQUISTA,BA, Demais Regioes,-15.0855,-41.0126
94250,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.19734953,-45.89891629
150940,AGUAS DA PRATA,SP, SP/RJ,-21.93510091,-46.71653528
1023464,PETROPOLIS,RJ, SP/RJ,-22.40575,-43.136467
1030515,VALPARAISO DE GOIAS,GO, Regioes Metropolitanas,-16.063257,-47.983103
1088508,DIADEMA,SP, SP/RJ,-23.673942,-46.614279
1059365,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.6882759,-46.547601
1018036,CUIABA,MT, MG/PR/MT,-15.58308255,-56.11138739
1103763,DONA EUZEBIA,MG, MG/PR/MT,-21.322271,-42.809879
1025205,ARRAIAL DO CABO,RJ, SP/RJ,-22.96207177,-42.0270854
1023301,TUBARAO,SC, Demais Regioes,-28.486888,-49.012778
1034955,MUCURI,BA, Demais Regioes,-17.992869,-39.859448
640298,NITEROI,RJ, SP/RJ,-22.88095,-43.103794
103357,PINHAIS,PR, MG/PR/MT,-25.451343,-49.179703
1030518,MARABA,PA, Demais Regioes,-5.334955,-49.084782
594202,PIUMHI,MG, MG/PR/MT,-20.46878286,-45.9618979
1057450,LONDRINA,PR, MG/PR/MT,-23.313526,-51.161632
854107,CONCEICAO DOS OUROS,MG, MG/PR/MT,-22.411487,-45.790073
1025319,ITANHAEM,SP, SP/RJ,-24.189612,-46.815891
885576,SAO PAULO,SP, SP/RJ,-23.60128941,-46.64459852
1058977,SALGUEIRO,PE, Demais Regioes,-8.07375559,-39.128936
539317,RECIFE,PE, Regioes Metropolitanas,-8.04534526,-34.90223217
571954,RECIFE,PE, Regioes Metropolitanas,-8.10803985,-34.91199557
1058740,HUMAITA,AM, Demais Regioes,-7.50889461,-63.03079882
1020212,Itabirito,MG, MG/PR/MT,-20.25559208,-43.79634117
1060240,BAYEUX,PB, Regioes Metropolitanas,-7.120288,-34.905068
1060767,TAUBATE,SP, SP/RJ,-23.038252,-45.581501
1024035,TIETE,SP, SP/RJ,-23.09701915,-47.71684883
1062338,BRASILIA,DF, Regioes Metropolitanas,-15.94050627,-47.60647226
1054886,HORTOLANDIA,SP, SP/RJ,-22.906513,-47.21057
882429,SAO PAULO,SP, SP/RJ,-23.6167285,-46.6749289
1023467,UMUARAMA,PR, MG/PR/MT,-23.7600447,-53.2957653
644340,VITORIA,ES, Regioes Metropolitanas,-20.31030646,-40.29656587
1092163,SERRA,ES, Regioes Metropolitanas,-20.19961943,-40.26099769
880248,SAO PAULO,SP, SP/RJ,-23.56416753,-46.63124127
1031920,MARINGA,PR, MG/PR/MT,-23.44667761,-51.91300986
372447,PORTO VELHO,RO, Regioes Metropolitanas,-8.755696,-63.875852
1033718,JACAREI,SP, SP/RJ,-23.26642752,-45.9619263
1020245,ARAPONGAS,PR, MG/PR/MT,-23.3998,-51.446994
122688,MOSSORO,RN, Demais Regioes,-5.182347,-37.369858
1038373,CURITIBA,PR, MG/PR/MT,-25.4956562,-49.34209184
177156,CASCAVEL,PR, MG/PR/MT,-24.9642923,-53.454704
1046742,SAQUAREMA,RJ, SP/RJ,-22.86859319,-42.60907863
