Host,cidade,UF,SLA,Latitude,Longitude
1035466,SAO DOMINGOS DO CAPIM,PA, Demais Regioes,-1.688045,-47.766878
1047325,UNIAO,PI, Regioes Metropolitanas,-4.596097,-42.857839
1106385,APIACA,ES, Demais Regioes,-21.149524,-41.57159
1044110,RIO MARIA,PA, Demais Regioes,-7.31938,-50.049285
1095092,SAO FELIX DO XINGU,PA, Demais Regioes,-6.641491,-51.991568
1024977,TERESINA,PI, Demais Regioes,-5.06252735,-42.80045886
1094956,SANTA RITA DO ARAGUAIA,GO, Demais Regioes,-17.331357,-53.200606
1087928,ROLIM DE MOURA,RO, Demais Regioes,-11.729614,-61.778538
1022947,ITAITINGA,CE, Regioes Metropolitanas,-3.97168947,-38.51500219
1057255,OURILANDIA DO NORTE,PA, Demais Regioes,-6.754636,-51.07286
1023054,IBIA,MG, MG/PR/MT,-19.59181378,-46.49343961
1090051,ROLIM DE MOURA,RO, Regioes Metropolitanas,-11.723951,-61.774117
1023516,AUGUSTINOPOLIS,TO, Demais Regioes,-5.466619,-47.893732
1048511,CUIABA,MT, MG/PR/MT,-15.5610401,-56.01885085
90301,PRESIDENTE EPITACIO,SP, SP/RJ,-21.8070567,-52.1134134
93491,MANHUACU,MG, MG/PR/MT,-20.275789,-42.054289
1046415,JAGUAQUARA,BA, Demais Regioes,-13.527549,-39.975715
1089112,CONTAGEM,MG, MG/PR/MT,-19.9651,-44.0585
1043266,JACUPIRANGA,SP, SP/RJ,-24.65099982,-47.94529831
364622,REDENCAO,PA, Demais Regioes,-8.04116201,-50.03699482
1023254,DOM FELICIANO,RS, Demais Regioes,-30.69982158,-52.10555948
1045361,IVAI,PR, MG/PR/MT,-25.00870027,-50.85026697
1025267,CASCA,RS, Demais Regioes,-28.568618,-51.970465
26735,ITABERABA,BA, Demais Regioes,-12.51754211,-40.28566035
1051060,LUZIANIA,GO, Regioes Metropolitanas,-16.15150344,-47.95130792
1056271,PRESIDENTE VENCESLAU,SP, SP/RJ,-21.90727276,-51.8032729
1086620,PONTAL DO ARAGUAIA,MT, MG/PR/MT,-15.90580706,-52.25881987
1043924,GUAPORE,RS, Demais Regioes,-28.84776,-51.88131
1053231,PORTO NACIONAL,TO, Regioes Metropolitanas,-10.193607,-48.462869
1021394,MACEIO,AL, Regioes Metropolitanas,-9.63688188,-35.73652672
1099429,CACAPAVA,SP, SP/RJ,-23.07615,-45.71091
152030,CARNEIRINHO,MG, MG/PR/MT,-19.69761371,-50.68471487
1041178,Sorriso,MT, MG/PR/MT,-12.554616,-55.716714
1022968,PAU DOS FERROS,RN, Demais Regioes,-6.108367,-38.205667
1023008,MACEIO,AL, Regioes Metropolitanas,-9.6701247,-35.740435
1054629,OLIMPIA,SP, SP/RJ,-20.732612,-48.894239
1084388,ITAPEVI,SP, SP/RJ,-23.5450712,-46.9600491
1100032,NOVA MUTUM,MT, Demais Regioes,-13.83464681,-56.10098565
1062818,RIACHAO DAS NEVES,BA, Demais Regioes,-11.74952716,-44.90353311
1036135,Rodeio Bonito,RS, Regioes Metropolitanas,-27.47903069,-53.16879081
1035607,RONDONOPOLIS,MT, MG/PR/MT,-16.5024672,-54.6519533
1044994,CHAPADA GAUCHA,MG, MG/PR/MT,-15.294273,-45.629084
1038335,SAO JOAO DO TRIUNFO,PR, MG/PR/MT,-25.684756,-50.299049
1044624,ARACAGI,PB, Regioes Metropolitanas,-6.850474,-35.374306
1102524,UBAITABA,BA, Demais Regioes,-14.310344,-39.322422
1057360,IUNA,ES, Demais Regioes,-20.338505,-41.5408228
1017461,GARANHUNS,PE, Demais Regioes,-8.906147,-36.497997
1030587,PETROLINA,PE, Demais Regioes,-9.393978,-40.510007
1046992,SAO RAIMUNDO NONATO,PI, Demais Regioes,-9.02316465,-42.68846623
1023016,PRESIDENTE OLEGARIO,MG, MG/PR/MT,-18.41541235,-46.4178931
897957,JACUPIRANGA,SP, SP/RJ,-24.6514959,-47.94215084
1039695,VITORIA DA CONQUISTA,BA, Demais Regioes,-14.8542113,-40.8490411
1085793,FORTIM,CE, Demais Regioes,-4.412882,-37.848065
1107179,MACHADINHO D OESTE,RO, Demais Regioes,-9.42593,-62.008187
1042775,CORRENTINA,BA, Demais Regioes,-13.3445417,-44.631105
1047758,PORTO NACIONAL,TO, Regioes Metropolitanas,-10.1922954,-48.46350918
872873,SOBRAL,CE, Demais Regioes,-3.72021748,-40.33113576
1040992,CHOROZINHO,CE, Regioes Metropolitanas,-4.2977597,-38.501728
1060659,BURITIS,MG, MG/PR/MT,-15.62887167,-46.42958702
1055937,ACAILANDIA,MA, Demais Regioes,-4.94845828,-47.49715528
1031483,PIEDADE,SP, SP/RJ,-23.738639,-47.428772
1040618,ESTEIO,RS, Regioes Metropolitanas,-29.84427163,-51.17797261
1046437,SIDROLANDIA,MS, Regioes Metropolitanas,-20.926829,-54.95606346
723851,GOIANIA,GO, Regioes Metropolitanas,-16.62351817,-49.21961769
1098709,TRINDADE,GO, Regioes Metropolitanas,-16.632094,-49.415621
1030900,PEDRA BRANCA,CE, Demais Regioes,-5.456401,-39.706952
1096551,SAO JOSE DA VARGINHA,MG, MG/PR/MT,-19.712069,-44.554851
1035011,ANAPOLIS,GO, Regioes Metropolitanas,-16.27979095,-48.9735668
1085290,GOIANESIA,GO, Demais Regioes,-15.30717,-49.11689
1059934,NOVA RESENDE,MG, MG/PR/MT,-21.13834298,-46.43162677
1031340,BELEM,PA, Regioes Metropolitanas,-1.36567,-48.476564
1041527,VARZEA GRANDE,MT, MG/PR/MT,-15.65591263,-56.10312289
1047723,BARRA DO GARCAS,MT, MG/PR/MT,-15.88600216,-52.27849625
1023288,TAPEJARA,RS, Demais Regioes,-28.0704,-52.01506
1092776,SANTA RITA,PB, Regioes Metropolitanas,-7.1356692,-34.9898716
1035914,CASTANHAL,PA, Regioes Metropolitanas,-1.27948855,-47.93323421
1037823,GOIANA,PE, Demais Regioes,-7.562776,-35.013357
1023153,PARIQUERA-ACU,SP, SP/RJ,-24.62567212,-47.90010065
1096611,RIO BRANCO,AC, Regioes Metropolitanas,-10.062154,-67.757962
1038127,SAO JOAO DO TRIUNFO,PR, MG/PR/MT,-25.65881618,-50.25290627
1058256,MARIALVA,PR, MG/PR/MT,-23.477097,-51.810843
1038195,CARLOS BARBOSA,RS, Demais Regioes,-29.293143,-51.501134
1038124,ALEGRETE,RS, Demais Regioes,-29.78544387,-55.7720035
1042713,JAGUAPITA,PR, MG/PR/MT,-23.1179802,-51.52518
1060534,BARRA DO GARCAS,MT, MG/PR/MT,-15.874394,-52.269613
1060535,BARRA DO GARCAS,MT, MG/PR/MT,-15.87500259,-52.23236752
1020174,MACEIO,AL, Regioes Metropolitanas,-9.548001,-35.786414
1035152,EMBU DAS ARTES,SP, SP/RJ,-23.6723185,-46.8035357
1024840,BELO HORIZONTE,MG, MG/PR/MT,-19.858906,-43.908999
1023376,BELO HORIZONTE,MG, MG/PR/MT,-19.98848844,-44.00812428
128147,IBIA,MG, MG/PR/MT,-19.50010842,-46.54918812
370339,MANAUS,AM, Regioes Metropolitanas,-3.075728,-59.952726
1095965,CANDEIAS,BA, Regioes Metropolitanas,-12.664339,-38.541382
1028666,CUIABA,MT, MG/PR/MT,-15.57492152,-56.0340409
1044556,LUCAS DO RIO VERDE,MT, MG/PR/MT,-13.07087115,-55.91465768
1083709,SANTA LUZIA,PB, Demais Regioes,-6.8717777,-36.9116689
1060389,SINOP,MT, MG/PR/MT,-11.856075,-55.54374
172871,BASTOS,SP, SP/RJ,-21.920816,-50.735212
1020177,Dores do Rio Preto,ES, Demais Regioes,-20.69394857,-41.84908366
365092,ANANINDEUA,PA, Regioes Metropolitanas,-1.3861991,-48.40741486
1058222,ACAILANDIA,MA, Demais Regioes,-4.944092,-47.485745
1087133,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.78548,-46.53181
367451,TERESINA,PI, Regioes Metropolitanas,-5.063559,-42.794301
1032719,CAPIVARI DE BAIXO,SC, Demais Regioes,-28.43943,-48.959715
522856,IPIAU,BA, Demais Regioes,-14.134984,-39.745225
1113400,TRINDADE,GO, Regioes Metropolitanas,-16.647019,-49.503585
1090128,CAMAMU,BA, Demais Regioes,-13.9451322,-39.1113469
1048263,ITARANA,ES, Demais Regioes,-19.8756053,-40.8756545
1062718,CAUCAIA,CE, Regioes Metropolitanas,-3.7347588,-38.6677823
1036987,CONTAGEM,MG, Regioes Metropolitanas,-19.845862,-44.145728
1028663,TUTOIA,MA, Demais Regioes,-2.8654951,-42.304932
1103559,SANTA BARBARA DE GOIAS,GO, Regioes Metropolitanas,-16.584144,-49.700603
1039662,CAMAPUA,MS, Demais Regioes,-19.5365525,-54.04266598
1061411,SANTO ANTONIO DA PATRULHA,RS, Regioes Metropolitanas,-29.834804,-50.522215
1083657,CARAPICUIBA,SP, SP/RJ,-23.561805,-46.827279
1039865,UBERABA,MG, MG/PR/MT,-19.766479,-47.988835
1096504,CABO FRIO,RJ, SP/RJ,-22.843094,-42.026778
1017460,SAO JOAO,PE, Demais Regioes,-8.870426,-36.36681
1037924,ALMIRANTE TAMANDARE,PR, MG/PR/MT,-25.34688976,-49.26572734
1044330,VIAMAO,RS, Demais Regioes,-30.11704923,-50.83676738
1023713,CARPINA,PE, Demais Regioes,-7.84373557,-35.26450894
1099999,SINOP,MT, MG/PR/MT,-11.833979,-55.491347
1031948,APARECIDA DE GOIANIA,GO, Regioes Metropolitanas,-16.80616345,-49.36173366
590320,CARLOS CHAGAS,MG, MG/PR/MT,-17.707326,-40.764046
1099981,Sorriso,MT, MG/PR/MT,-12.548094,-55.724546
1016737,JATAI,GO, Demais Regioes,-17.90181336,-51.72286228
1048562,VIANOPOLIS,GO, Regioes Metropolitanas,-16.759659,-48.522684
1025583,PAULINO NEVES,MA, Demais Regioes,-2.726326,-42.532432
254380,ITURAMA,MG, MG/PR/MT,-19.73172775,-50.19721057
1018361,MARECHAL DEODORO,AL, Regioes Metropolitanas,-9.76171441,-35.84425387
1048787,ITAPEVI,SP, SP/RJ,-23.544883,-46.951471
581003,PORTO ALEGRE,RS, Regioes Metropolitanas,-29.98757312,-51.19474428
1056344,SANTAREM,PA, Demais Regioes,-2.45644931,-54.71462736
429910,GRAVATAI,RS, Regioes Metropolitanas,-29.934997,-51.042466
1099970,Sorriso,MT, MG/PR/MT,-12.5423577,-55.72686365
121916,SALVADOR,BA, Regioes Metropolitanas,-12.87129645,-38.43295457
1037889,SANTO ANTONIO DA PLATINA,PR, MG/PR/MT,-23.303768,-50.070883
1038125,BENTO GONCALVES,RS, Demais Regioes,-29.14405235,-51.52905514
34088,SERRA,ES, Regioes Metropolitanas,-20.21153873,-40.31832452
1100027,Itiquira,MT, MG/PR/MT,-17.381663,-54.75798
200581,PORTO ALEGRE,RS, Regioes Metropolitanas,-30.00459982,-51.20068812
1099922,SANTA MARIA DE JETIBA,ES, Regioes Metropolitanas,-20.031984,-40.745701
1038094,SOLEDADE,RS, Demais Regioes,-28.816768,-52.487612
1109299,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.216274,-45.814897
1052545,JANDAIA DO SUL,PR, MG/PR/MT,-23.597413,-51.635281
1048712,LUZIANIA,GO, Regioes Metropolitanas,-16.813071,-48.02781
1093875,NOVA CRIXAS,GO, Demais Regioes,-14.110698,-50.340991
1023462,SAO LUIS,MA, Regioes Metropolitanas,-2.49258306,-44.30454475
1017830,RONDONOPOLIS,MT, MG/PR/MT,-16.436156,-54.61694488
1030801,ANANINDEUA,PA, Regioes Metropolitanas,-1.378152,-48.427642
74950,MANAUS,AM, Regioes Metropolitanas,-3.044767,-59.942646
1023839,GUANHAES,MG, MG/PR/MT,-18.768961,-42.929192
1085516,EUCLIDES DA CUNHA,BA, Demais Regioes,-10.506072,-39.012527
1112056,PILAR,AL, Demais Regioes,-9.59533426,-35.95463374
1018081,NOVA LARANJEIRAS,PR, MG/PR/MT,-25.306412,-52.542741
193259,APUCARANA,PR, MG/PR/MT,-23.547825,-51.451083
1023634,CATAGUASES,MG, MG/PR/MT,-21.40814256,-42.68726408
1085926,SERRO,MG, MG/PR/MT,-18.6108293,-43.374201
1030589,PETROLINA,PE, Demais Regioes,-9.36744432,-40.49516048
1023992,PORECATU,PR, MG/PR/MT,-22.762186,-51.373392
681539,BELO HORIZONTE,MG, MG/PR/MT,-19.911626,-43.899624
627674,MARIANA,MG, MG/PR/MT,-20.38852,-43.415496
1111788,BELO HORIZONTE,MG, MG/PR/MT,-19.903415,-43.986146
1096127,APARECIDA DO RIO NEGRO,TO, Regioes Metropolitanas,-9.948478,-47.985973
258822,COLINA,SP, SP/RJ,-20.712398,-48.54046
1050284,BARUERI,SP, SP/RJ,-23.48842924,-46.83346249
1044013,SANTANA,BA, Demais Regioes,-12.982205,-44.051363
251798,VOTUPORANGA,SP, SP/RJ,-20.426863,-49.977864
1023273,FELIZ,RS, Regioes Metropolitanas,-29.435771,-51.290149
594288,SERRO,MG, MG/PR/MT,-18.604245,-43.390986
1031335,CAMPO VERDE,MT, MG/PR/MT,-15.491399,-55.271086
1020945,JI-PARANA,RO, Demais Regioes,-10.87799132,-61.95079962
1045773,MACAE,RJ, SP/RJ,-22.330739,-41.752984
1032506,BALNEARIO RINCAO,SC, Demais Regioes,-28.823889,-49.225132
1038095,QUARAI,RS, Demais Regioes,-30.38886477,-56.44981178
1093490,JOAO DOURADO,BA, Demais Regioes,-11.341235,-41.657204
1031274,JI-PARANA,RO, Demais Regioes,-10.89176762,-61.92917832
1085487,ITAPEVI,SP, SP/RJ,-23.544875,-46.932128
1090127,UBATA,BA, Demais Regioes,-14.212265,-39.518236
1047639,TAUBATE,SP, SP/RJ,-23.060848,-45.556473
1054301,VALPARAISO,SP, SP/RJ,-21.2247,-50.86548
1045653,SAO JOAO DA BARRA,RJ, SP/RJ,-21.728361,-41.184361
1038568,GOUVEIA,MG, MG/PR/MT,-18.44377835,-43.73673134
1035541,MARIA DA FE,MG, MG/PR/MT,-22.320186,-45.3532652
1097807,SARANDI,PR, MG/PR/MT,-23.44059,-51.859464
1024547,MARTINOPOLIS,SP, SP/RJ,-22.130136,-51.18578
1019456,MANAUS,AM, Regioes Metropolitanas,-3.09866,-60.0639
1083830,PALMA SOLA,SC, Demais Regioes,-26.347782,-53.269516
1090394,SANTA MARIA DA VITORIA,BA, Demais Regioes,-13.39905,-44.203081
1039626,SAO FRANCISCO DE ASSIS,RS, Demais Regioes,-29.55518,-55.127282
401013,SAO GONCALO,RJ, SP/RJ,-22.784811,-42.983727
1020069,GUAPORE,RS, Demais Regioes,-28.853798,-51.889729
1022994,SANTA RITA,PB, Regioes Metropolitanas,-7.12202339,-34.98087763
366552,PARAGOMINAS,PA, Demais Regioes,-2.99302484,-47.36106399
436313,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.21904246,-45.87972226
1025222,SAO PAULO,SP, SP/RJ,-23.446097,-46.747949
1024822,ARARAQUARA,SP, SP/RJ,-21.836153,-48.152834
1023763,SAO PEDRO DO SUL,RS, Demais Regioes,-29.63737835,-54.18449199
1044434,IPIXUNA DO PARA,PA, Demais Regioes,-2.564016,-47.493528
1047001,SAO RAIMUNDO NONATO,PI, Demais Regioes,-9.01029111,-42.68068825
1087915,APARECIDA DE GOIANIA,GO, Regioes Metropolitanas,-16.79706,-49.2677
885053,SAO BERNARDO DO CAMPO,SP, SP/RJ,-23.717223,-46.549153
1043483,SAO LUDGERO,SC, Demais Regioes,-28.329018,-49.182441
1048682,SANTA RITA,PB, Regioes Metropolitanas,-7.12142157,-34.97831423
1030793,ANANINDEUA,PA, Regioes Metropolitanas,-1.3732576,-48.4184238
1023261,SAO SEBASTIAO DO CAI,RS, Regioes Metropolitanas,-29.591937,-51.37197
1023840,BARAO DE COCAIS,MG, MG/PR/MT,-19.9384072,-43.4781685
1023501,LONDRINA,PR, MG/PR/MT,-23.258863,-51.15832
1038211,ORLEANS,SC, Demais Regioes,-28.36715191,-49.28550111
1024150,ITU,SP, SP/RJ,-23.415682,-47.343564
1036368,FORTALEZA,CE, Regioes Metropolitanas,-3.8099481,-38.573915
1035908,BOA ESPERANCA,ES, Demais Regioes,-18.54060139,-40.29126674
590460,SANTOS DUMONT,MG, MG/PR/MT,-21.4591685,-43.552028
1060196,CAUCAIA,CE, Regioes Metropolitanas,-3.706563,-38.696905
1095618,RIBEIRA DO POMBAL,BA, Demais Regioes,-10.8271099,-38.5487858
1090146,NILO PECANHA,BA, Demais Regioes,-13.606318,-39.102383
1062795,PINDAMONHANGABA,SP, SP/RJ,-22.948304,-45.501165
1096588,MOSSORO,RN, Demais Regioes,-5.15884,-37.350483
1023419,SANTA CRUZ DO SUL,RS, Demais Regioes,-29.721359,-52.435475
1035056,BENTO GONCALVES,RS, Demais Regioes,-29.190347,-51.505003
1101255,JARU,RO, Demais Regioes,-10.43028086,-62.48360393
1103322,ARIPUANA,MT, MG/PR/MT,-10.1748776,-59.457389
1051168,ANAPOLIS,GO, Regioes Metropolitanas,-16.2850308,-48.9441265
1036355,SERAFINA CORREA,RS, Demais Regioes,-28.710684,-51.924255
1010170,SAO GOTARDO,MG, MG/PR/MT,-19.31860796,-46.03793331
1041823,NOVA XAVANTINA,MT, MG/PR/MT,-14.6674992,-52.3594797
1019476,ITABORAI,RJ, SP/RJ,-22.77288569,-42.93309882
1028224,SOBRAL,CE, Demais Regioes,-3.7514029,-40.51358024
237906,ROLANTE,RS, Demais Regioes,-29.657523,-50.578506
1035254,FORTALEZA,CE, Regioes Metropolitanas,-3.710333,-38.58998
1090749,ROSARIO DO SUL,RS, Demais Regioes,-30.250434,-54.9196909
1037892,JACAREZINHO,PR, MG/PR/MT,-23.158669,-49.9727
1023314,CATANDUVAS,SC, Demais Regioes,-27.07050192,-51.66311737
1023280,Encruzilhada do Sul,RS, Demais Regioes,-30.54085,-52.520832
1015786,OSASCO,SP, SP/RJ,-23.558073,-46.806588
1101185,MACEIO,AL, Regioes Metropolitanas,-9.4946614,-35.58575
98019,ESTEIO,RS, Regioes Metropolitanas,-29.8521,-51.174136
1100006,ALTO ARAGUAIA,MT, MG/PR/MT,-17.317099,-53.212821
1024784,ESTEIO,RS, Regioes Metropolitanas,-29.84048764,-51.17595951
1030547,TAUBATE,SP, SP/RJ,-23.03658595,-45.5752611
1017775,CUIABA,MT, MG/PR/MT,-15.586675,-56.055219
1090135,ITAJUIPE,BA, Demais Regioes,-14.6769657,-39.3779552
370835,CACOAL,RO, Demais Regioes,-11.436829,-61.450902
1023733,MIGUELOPOLIS,SP, SP/RJ,-20.180272,-48.027356
1048079,SANTA BARBARA,MG, MG/PR/MT,-19.961978,-43.416626
1023013,PATOS DE MINAS,MG, MG/PR/MT,-18.5869812,-46.51070311
1088634,ARACOIABA,CE, Regioes Metropolitanas,-4.379654,-38.827851
897639,SANTO ANDRE,SP, SP/RJ,-23.64734843,-46.54584603
1059042,SAO JOSE DO RIO PRETO,SP, SP/RJ,-20.770013,-49.330318
1018879,NOVO REPARTIMENTO,PA, Demais Regioes,-4.251109,-49.945911
1094451,LONDRINA,PR, MG/PR/MT,-23.303335,-51.178699
1031913,MAUA,SP, SP/RJ,-23.66513673,-46.43563545
1087402,BARCARENA,PA, Demais Regioes,-1.52161,-48.698151
874280,FORTALEZA,CE, Regioes Metropolitanas,-3.75425297,-38.52378549
81337,CONTAGEM,MG, MG/PR/MT,-19.9747303,-44.0275203
1101555,BELO HORIZONTE,MG, MG/PR/MT,-19.789936,-43.98296
1023360,MALLET,PR, MG/PR/MT,-25.88475,-50.82813
601772,ITUIUTABA,MG, MG/PR/MT,-18.94839036,-49.45907547
370355,MANAUS,AM, Regioes Metropolitanas,-3.124504,-60.025245
1054815,OLIMPIA,SP, SP/RJ,-20.74458,-48.907434
1039935,MANAUS,AM, Regioes Metropolitanas,-3.0000454,-60.010887
1036482,MINEIROS,GO, Demais Regioes,-17.544794,-52.54203
1000739,GRAVATAI,RS, Demais Regioes,-29.93721,-51.00275
1023021,VICOSA,MG, MG/PR/MT,-20.75646576,-42.8792641
1030065,ARAGARCAS,GO, Demais Regioes,-15.89683,-52.23476
1020992,ALPINOPOLIS,MG, MG/PR/MT,-20.85514771,-46.38347296
1085522,CARAPICUIBA,SP, SP/RJ,-23.52185668,-46.85453712
1032966,ITAQUIRAI,MS, Demais Regioes,-23.484447,-54.185713
1098560,CARAPICUIBA,SP, SP/RJ,-23.5456803,-46.849478
1102731,RIO DE JANEIRO,RJ, SP/RJ,-22.840837,-43.315778
1013805,MANAUS,AM, Regioes Metropolitanas,-3.060805,-59.997435
1016909,MARILIA,SP, SP/RJ,-22.15858185,-49.96025394
1023160,SANTA BARBARA D'OESTE,SP, SP/RJ,-22.761388,-47.4171
258792,BEBEDOURO,SP, SP/RJ,-20.94230287,-48.49032387
1107138,MACHADINHO D OESTE,RO, Demais Regioes,-9.42910371,-61.99499538
1023548,LINHARES,ES, Demais Regioes,-19.3969052,-40.056785
1025067,PARACAMBI,RJ, SP/RJ,-22.6263327,-43.7091541
1024529,SANTANA DE PARNAIBA,SP, SP/RJ,-23.46419169,-46.87067232
1023245,ITATINGA,SP, SP/RJ,-23.09957173,-48.61471593
1038162,VERANOPOLIS,RS, Demais Regioes,-28.9296,-51.551971
1039301,MARI,PB, Regioes Metropolitanas,-7.054874,-35.314829
1100026,Itiquira,MT, MG/PR/MT,-17.207101,-54.146316
1024692,LONDRINA,PR, MG/PR/MT,-23.297979,-51.193414
1016451,CUIABA,MT, MG/PR/MT,-15.57018895,-56.05236414
101532,MANAUS,AM, Regioes Metropolitanas,-3.03772097,-59.94099394
1085927,BOM JESUS DO TOCANTINS,PA, Demais Regioes,-5.0477,-48.601684
1109574,MANAUS,AM, Regioes Metropolitanas,-3.019376,-60.058077
1040324,CAETITE,BA, Demais Regioes,-14.064792,-42.487963
1090031,CARIACICA,ES, Regioes Metropolitanas,-20.3338414,-40.4005492
367605,CAXIAS,MA, Demais Regioes,-4.86192442,-43.36454576
1048179,ARUANA,GO, Demais Regioes,-14.9322751,-51.0736042
1064039,DOURADOS,MS, Demais Regioes,-22.238665,-54.844019
1105978,FORTIM,CE, Demais Regioes,-4.435106,-37.793309
1043965,JANAUBA,MG, MG/PR/MT,-15.796293,-43.326769
1094653,UAUA,BA, Demais Regioes,-9.842196,-39.474217
291994,ANDRADINA,SP, SP/RJ,-20.889908,-51.371974
1023183,MORUNGABA,SP, SP/RJ,-22.879872,-46.793593
228524,MARILIA,SP, SP/RJ,-22.1826886,-49.962026
1031554,ITABERABA,BA, Demais Regioes,-12.515821,-39.936743
1057089,MARACANAU,CE, Regioes Metropolitanas,-3.861985,-38.595208
1045760,MARACANAU,CE, Regioes Metropolitanas,-3.8420636,-38.5735044
641650,RIO BONITO,RJ, SP/RJ,-22.711293,-42.629411
1021420,MACEIO,AL, Regioes Metropolitanas,-9.671532,-35.744714
1022884,NITEROI,RJ, SP/RJ,-22.947241,-43.031807
1099988,LUCAS DO RIO VERDE,MT, MG/PR/MT,-13.068044,-55.938529
1023954,LONDRINA,PR, MG/PR/MT,-23.320223,-51.118127
12858,CARAPICUIBA,SP, SP/RJ,-23.5181104,-46.8529052
1030854,MONTE MOR,SP, SP/RJ,-22.94981517,-47.30903788
1014822,CARMOPOLIS DE MINAS,MG, MG/PR/MT,-20.54134313,-44.6428641
1098435,ARAPOEMA,TO, Demais Regioes,-7.6573574,-49.0660335
1023844,COTIA,SP, SP/RJ,-23.5990963,-46.84738159
1023745,SAO GABRIEL DA PALHA,ES, Demais Regioes,-19.00924536,-40.53868502
1023214,VOTUPORANGA,SP, SP/RJ,-20.417823,-49.975001
1020112,SAO CAETANO DO SUL,SP, SP/RJ,-23.6266051,-46.557175
207772,FORTALEZA,CE, Regioes Metropolitanas,-3.72423299,-38.5105531
1043253,APARECIDA DE GOIANIA,GO, Regioes Metropolitanas,-16.753254,-49.27908
1060934,CLEVELANDIA,PR, MG/PR/MT,-26.410994,-52.365902
1025233,SAO PAULO,SP, SP/RJ,-23.4960852,-46.3916652
1023690,CAMBUI,MG, MG/PR/MT,-22.610064,-46.059815
1104833,BONITO,MS, Demais Regioes,-21.134757,-56.4787895
1035804,MARACAS,BA, Demais Regioes,-13.43861103,-40.43388748
1086486,BETIM,MG, MG/PR/MT,-19.943025,-44.187653
1044469,CAPIM GROSSO,BA, Demais Regioes,-11.381828,-40.003421
1050494,SAO PEDRO DA ALDEIA,RJ, SP/RJ,-22.756209,-42.068223
1043787,SANTA TERESA,ES, Demais Regioes,-19.96104453,-40.73731452
1022966,MOSSORO,RN, Demais Regioes,-5.19421328,-37.3475312
1023152,MIRACATU,SP, SP/RJ,-24.27357872,-47.40677662
1052399,ITABERABA,BA, Demais Regioes,-12.510751,-40.31108
1051533,CAARAPO,MS, Demais Regioes,-22.640912,-54.813344
1033302,IRANI,SC, Demais Regioes,-27.0242649,-51.891844
1048149,BELO HORIZONTE,MG, MG/PR/MT,-19.984089,-44.009578
1018756,MARIANA,MG, MG/PR/MT,-20.3878216,-43.426374
1052818,MIRANDIBA,PE, Demais Regioes,-8.02080622,-38.71057888
1024657,ITAMARAJU,BA, Demais Regioes,-17.06317,-39.553714
1058500,FORTALEZA,CE, Regioes Metropolitanas,-3.7743303,-38.5876885
1025037,MARAU,RS, Demais Regioes,-28.45906229,-52.20006106
1034185,PALMAS,TO, Regioes Metropolitanas,-10.182738,-48.307638
1062950,CONTAGEM,MG, MG/PR/MT,-19.9621806,-44.0373009
182710,DIAS D AVILA,BA, Regioes Metropolitanas,-12.61160899,-38.30058237
1038120,MANDAGUARI,PR, MG/PR/MT,-23.577561,-51.653647
1023297,SANTA MARIA,RS, Demais Regioes,-29.667775,-53.8280192
1046643,SANTO ANDRE,SP, SP/RJ,-23.684584,-46.495718
575755,RECIFE,PE, Regioes Metropolitanas,-8.029594,-34.957982
1019480,SERRANA,SP, SP/RJ,-21.21342101,-47.60423703
1062168,PACO DO LUMIAR,MA, Regioes Metropolitanas,-2.5398393,-44.115266
1096111,PONTE ALTA DO TOCANTINS,TO, Demais Regioes,-10.741741,-47.537454
1020246,ARAPONGAS,PR, MG/PR/MT,-23.41217431,-51.43586869
887501,SAO JOSE DOS CAMPOS,SP, SP/RJ,-23.2051344,-45.88327197
1037208,NOVA MUTUM,MT, MG/PR/MT,-13.81251956,-56.08645256
402176,RIBEIRAO DAS NEVES,MG, MG/PR/MT,-19.8016165,-44.0074604
1032341,PALMAS,TO, Regioes Metropolitanas,-10.22704497,-48.31765613
1059375,PORTAO,RS, Regioes Metropolitanas,-29.66765,-51.26372
1087699,ELDORADO,MS, Demais Regioes,-23.786854,-54.279105
521558,SALVADOR,BA, Regioes Metropolitanas,-12.9515888,-38.4772145
400580,VILA VELHA,ES, Regioes Metropolitanas,-20.423974,-40.3302093
1010919,ITAITUBA,PA, Demais Regioes,-6.216494,-55.632747
1024192,TAUBATE,SP, SP/RJ,-23.03239,-45.556625
1048374,VIAMAO,RS, Demais Regioes,-30.137847,-50.901634
1023205,CAJURU,SP, SP/RJ,-21.27479357,-47.30360741
181200,IMBAU,PR, MG/PR/MT,-24.445123,-50.760185
1061402,SAPIRANGA,RS, Regioes Metropolitanas,-29.646282,-51.00094
1060604,RIBEIRAO DAS NEVES,MG, MG/PR/MT,-19.799575,-44.016277
191930,GOIANIA,GO, Regioes Metropolitanas,-16.65718673,-49.25824814
1023648,FRANCISCO MORATO,SP, SP/RJ,-23.275847,-46.745073
1112843,JAGUARARI,BA, Demais Regioes,-10.04630914,-40.22686804
1062154,CAPIVARI,SP, SP/RJ,-23.001173,-47.506338
1061490,AGUAS DE LINDOIA,SP, SP/RJ,-22.478953,-46.635504
1063768,CONCEICAO DA BARRA,ES, Regioes Metropolitanas,-18.58044445,-39.7331298
